ffr,676,1,0,2,0,0,0,2
Brahian,676,1,0,2,0,0,4,6
ffr,820,4,2,0,0,1,0,8
ffr,900,4,2,1,0,1,0,7
ffr,900,4,2,1,0,1,0,7
ffr,900,4,2,1,0,1,0,7
Raul,130,0,1,0,0,0,0,2
AAAPPPP,142,0,1,0,0,0,0,3
Rauliko,940,7,1,0,0,0,0,0
Iker,1040,7,2,0,0,0,0,0
hfgfhgf,356,2,1,0,0,0,0,1
hfgfhgf,356,2,1,0,0,0,0,2
hfgfhgf,356,2,1,0,0,0,0,2
hfgfhgf,356,2,1,0,0,0,0,2
hfgfhgf,356,2,1,0,0,0,0,2
hfgfhgf,476,3,1,0,0,0,0,2
hfgfhgf,492,3,1,0,0,0,0,3
Pepillo,444,2,2,0,0,0,0,0
Pepillo,444,2,2,0,0,0,0,0
